seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender
5017511,2019016401908071,Thane,0.0,0.0,Unsuccessful ,2019,689,F
5017512,2020016401963757,Thane,191.0,8.68,Successful ,2020,689,F
5017513,2019016401908233,Thane,190.0,8.64,Successful ,2019,689,M
5017514,2019016401908202,Thane,162.0,7.36,Successful ,2019,689,F
5017515,2019016401908183,Thane,166.0,7.55,Successful ,2019,689,F
5017516,2019016402228292,Thane,0.0,0.0,RR ,2019,689,M
5017517,2019016401908786,Thane,196.0,8.91,Successful ,2019,689,F
5017518,2019016401908353,Thane,0.0,0.0,RR ,2019,689,M
5017519,2019016401908167,Thane,160.0,7.27,Successful ,2019,689,M
5017520,2018016400219833,Thane,0.0,0.0,Unsuccessful ,2018,689,M
5017521,2019016401908593,Thane,154.0,7.0,Successful ,2019,689,M
5017522,2017016402349035,Thane,174.0,7.91,Successful ,2017,689,M
5017523,2019016401908272,Thane,0.0,0.0,Unsuccessful ,2019,689,M
5017524,2019016401909662,Thane,0.0,0.0,RR ,2019,689,M
5017525,2020016401963765,Thane,0.0,0.0,Unsuccessful ,2020,689,M
5017526,2019016401908152,Thane,0.0,0.0,Unsuccessful ,2019,689,M
5017527,2019016401908666,Thane,0.0,0.0,RR ,2019,689,M
5017528,2019016401908643,Thane,179.0,8.14,Successful ,2019,689,F
5017529,2019016402102491,Thane,0.0,0.0,RR ,2019,689,F
5017530,2019016401908577,Thane,193.0,8.77,Successful ,2019,689,M
5017531,2019016401908972,Thane,0.0,0.0,RR ,2019,689,F
5017532,2019016401908345,Thane,0.0,0.0,RR ,2019,689,M
5017533,2019016401908716,Thane,0.0,0.0,RR ,2019,689,M
5017534,2019016401908175,Thane,0.0,0.0,RR ,2019,689,F
5017535,2019016401908047,Thane,0.0,0.0,RR ,2019,689,M
5017536,2019016401908805,Thane,159.0,7.23,Successful ,2019,689,M
5017537,2019016401908322,Thane,169.0,7.68,Successful ,2019,689,M
5017538,2019016401908306,Thane,193.0,8.77,Successful ,2019,689,F
5017539,2019016401908314,Thane,196.0,8.91,Successful ,2019,689,M
5017540,2019016401908241,Thane,214.0,9.73,Successful ,2019,689,M
5017541,2019016401908457,Thane,183.0,8.32,Successful ,2019,689,F
5017542,2019016401908376,Thane,0.0,0.0,RR ,2019,689,M
5017543,2019016401909743,Thane,181.0,8.23,Successful ,2019,689,M
5017544,2019016401909677,Thane,173.0,7.86,Successful ,2019,689,M
5017545,2019016401908813,Thane,158.0,7.18,Successful ,2019,689,M
5017546,2019016401908794,Thane,182.0,8.27,Successful ,2019,689,M
5017547,2019016401908411,Thane,177.0,8.05,Successful ,2019,689,F
5017548,2019016401908434,Thane,0.0,0.0,RR ,2019,689,F
5017549,2019016401908001,Thane,144.0,6.55,Successful ,2019,689,M
5017550,2019016401908337,Thane,187.0,8.5,Successful ,2019,689,M
5017551,2019016402102533,Thane,181.0,8.23,Successful ,2019,689,M
5017552,2019016401908121,Thane,148.0,6.73,Successful ,2019,689,M
5017553,2019016401909615,Thane,152.0,6.91,Successful ,2019,689,M
5017554,2020016401967585,Thane,141.0,6.41,Successful ,2020,689,M
5017555,2020016401966992,Thane,177.0,8.05,Successful ,2020,689,M
5017556,2020016401966953,Thane,175.0,7.95,Successful ,2020,689,M
5017557,2020016401966984,Thane,166.0,7.55,Successful ,2020,689,M
5017558,2020016401967001,Thane,178.0,8.09,Successful ,2020,689,F
5017559,2019016401908256,Thane,187.0,8.5,Successful ,2019,689,F
5017560,2019016401909727,Thane,169.0,7.68,Successful ,2019,689,M
5017561,2020016401967024,Thane,181.0,8.23,Successful ,2020,689,F
5017562,2020016401967384,Thane,205.0,9.32,Successful ,2020,689,F
5017563,2020016401963796,Thane,0.0,0.0,RR ,2020,689,M
5017564,2020016401963823,Thane,0.0,0.0,RR ,2020,689,M
5019901,2022016402113496,Thane,0.0,0.0,RR ,2022,689,F
5017565,2019016401584113,Thane,0.0,0.0,RR ,2019,690,F
5017566,2019016401584593,Thane,0.0,0.0,RR ,2019,690,M
5017567,2019016401582547,Thane,0.0,0.0,RR ,2019,690,F
5017568,2019016401583582,Thane,0.0,0.0,RR ,2019,690,M
5017569,2019016401584024,Thane,0.0,0.0,RR ,2019,690,F
5017570,2019016401584682,Thane,0.0,0.0,RR ,2019,690,M
5017571,2019016401584001,Thane,0.0,0.0,RR ,2019,690,F
5017572,2019016401581842,Thane,0.0,0.0,RR ,2019,690,M
5017573,2019016401584071,Thane,0.0,0.0,RR ,2019,690,M
5017574,2019016401583937,Thane,0.0,0.0,RR ,2019,690,M
5017575,2019016401583647,Thane,0.0,0.0,RR ,2019,690,M
5017576,2019016401583616,Thane,0.0,0.0,RR ,2019,690,M
5017577,2019016401581625,Thane,0.0,0.0,RR ,2019,690,M
5017578,2019016401581695,Thane,0.0,0.0,RR ,2019,690,F
5017579,2019016401582296,Thane,0.0,0.0,RR ,2019,690,M
5017580,2019016401584674,Thane,0.0,0.0,RR ,2019,690,F
5017581,2020016401967666,Thane,0.0,0.0,RR ,2020,690,M
5017582,2020016401968291,Thane,0.0,0.0,RR ,2020,690,M
5017583,2020016401959953,Thane,0.0,0.0,RR ,2020,690,M
5017584,2020016401959937,Thane,0.0,0.0,RR ,2020,690,M
5017585,2019016401583984,Thane,0.0,0.0,RR ,2019,690,M
5017586,2019016401583021,Thane,0.0,0.0,RR ,2019,690,F
5017587,2020016401967651,Thane,0.0,0.0,RR ,2020,690,M
5017588,2020016401968302,Thane,0.0,0.0,RR ,2020,690,F
5017589,2020016401959945,Thane,0.0,0.0,RR ,2020,690,M
5017590,2019016401583172,Thane,0.0,0.0,RR ,2019,690,M
5017591,2019016401583856,Thane,0.0,0.0,RR ,2019,690,F
5017592,2019016401584426,Thane,0.0,0.0,RR ,2019,690,F
5017593,2019016401584473,Thane,0.0,0.0,RR ,2019,690,M
5017594,2019016401582346,Thane,0.0,0.0,RR ,2019,690,M
5017595,2019016402195393,Thane,0.0,0.0,RR ,2019,690,M
5017596,2019016401582981,Thane,0.0,0.0,RR ,2019,690,M
5017597,2019016401582443,Thane,0.0,0.0,RR ,2019,690,M
5017598,2019016401584032,Thane,0.0,0.0,RR ,2019,690,M
5017599,2019016401582095,Thane,0.0,0.0,RR ,2019,690,M
5017600,2019016401583493,Thane,0.0,0.0,RR ,2019,690,M
5017601,2019016401581803,Thane,0.0,0.0,RR ,2019,690,M
5017602,2019016401583214,Thane,0.0,0.0,RR ,2019,690,M
5017603,2019016401581745,Thane,0.0,0.0,RR ,2019,690,M
5017604,2019016401582683,Thane,0.0,0.0,RR ,2019,690,M
5017605,2019016401583895,Thane,0.0,0.0,RR ,2019,690,M
5017606,2019016401584697,Thane,0.0,0.0,RR ,2019,690,M
5017607,2019016401581811,Thane,0.0,0.0,RR ,2019,690,M
5017608,2019016401584747,Thane,0.0,0.0,RR ,2019,690,M
5017609,2019016401581664,Thane,0.0,0.0,RR ,2019,690,M
5017610,2019016401583802,Thane,0.0,0.0,RR ,2019,690,M
5017611,2019016401584635,Thane,0.0,0.0,RR ,2019,690,M
5017612,2019016401582691,Thane,0.0,0.0,RR ,2019,690,M
5017613,2019016401581784,Thane,0.0,0.0,RR ,2019,690,F
5017614,2019016401582501,Thane,0.0,0.0,RR ,2019,690,F
5017615,2019016401582497,Thane,0.0,0.0,RR ,2019,690,F
5017616,2019016401584481,Thane,0.0,0.0,RR ,2019,690,F
5017617,2019016401581722,Thane,0.0,0.0,RR ,2019,690,F
5017618,2019016401584554,Thane,0.0,0.0,RR ,2019,690,M
5017619,2019016401584716,Thane,0.0,0.0,RR ,2019,690,M
5017620,2019016401582845,Thane,0.0,0.0,RR ,2019,690,M
5017621,2019016401581826,Thane,0.0,0.0,RR ,2019,690,F
5017622,2019016401583102,Thane,0.0,0.0,RR ,2019,690,F
5017623,2019016401582427,Thane,0.0,0.0,RR ,2019,690,M
5017624,2019016401584496,Thane,0.0,0.0,RR ,2019,690,F
5017625,2019016401582265,Thane,0.0,0.0,RR ,2019,690,F
5017626,2019016401582393,Thane,0.0,0.0,RR ,2019,690,F
5017627,2019016401583365,Thane,0.0,0.0,RR ,2019,690,M
5017628,2019016401581923,Thane,0.0,0.0,RR ,2019,690,M
5017629,2019016401583914,Thane,0.0,0.0,RR ,2019,690,F
5017630,2019016401581865,Thane,0.0,0.0,RR ,2019,690,F
5017631,2020016401967716,Thane,0.0,0.0,RR ,2020,690,F
5017632,2019016401583261,Thane,0.0,0.0,RR ,2019,690,M
5017633,2019016401583752,Thane,0.0,0.0,RR ,2019,690,F
5017634,2019016401582756,Thane,0.0,0.0,RR ,2019,690,F
5017635,2019016401584295,Thane,0.0,0.0,RR ,2019,690,F
5017636,2019016401584515,Thane,0.0,0.0,RR ,2019,690,F
5017637,2019016401583922,Thane,0.0,0.0,RR ,2019,690,M
5017638,2019016401584063,Thane,0.0,0.0,RR ,2019,690,F
5017639,2019016401584651,Thane,0.0,0.0,RR ,2019,690,M
5017640,2019016401582002,Thane,0.0,0.0,RR ,2019,690,F
5017641,2020016401958122,Thane,0.0,0.0,RR ,2020,690,M
5017642,2019016401583292,Thane,0.0,0.0,RR ,2019,690,M
5017643,2019016401582331,Thane,0.0,0.0,RR ,2019,690,M
5017644,2019016401583566,Thane,0.0,0.0,RR ,2019,690,M
5017645,2019016401582404,Thane,0.0,0.0,RR ,2019,690,M
5017646,2019016401582957,Thane,0.0,0.0,RR ,2019,690,M
5017647,2019016401581881,Thane,0.0,0.0,RR ,2019,690,M
5017648,2019016401582884,Thane,0.0,0.0,RR ,2019,690,M
5017649,2019016401582524,Thane,0.0,0.0,RR ,2019,690,M
5017650,2019016401581687,Thane,0.0,0.0,RR ,2019,690,M
5017651,2019016401582114,Thane,0.0,0.0,RR ,2019,690,F
5017652,2019016401583125,Thane,0.0,0.0,RR ,2019,690,M
5017653,2019016401583156,Thane,0.0,0.0,RR ,2019,690,M
5017654,2019016401581714,Thane,0.0,0.0,RR ,2019,690,F
5017655,2019016401581737,Thane,0.0,0.0,RR ,2019,690,F
5017656,2019016401582725,Thane,0.0,0.0,RR ,2019,690,M
5017657,2019016401581672,Thane,0.0,0.0,RR ,2019,690,M
5017658,2019016401582934,Thane,0.0,0.0,RR ,2019,690,M
5017659,2019016401581857,Thane,0.0,0.0,RR ,2019,690,M
5017660,2019016401583141,Thane,0.0,0.0,RR ,2019,690,M
5017661,2019016401581641,Thane,0.0,0.0,RR ,2019,690,F
5017662,2019016401582965,Thane,0.0,0.0,RR ,2019,690,M
5017663,2019016401583013,Thane,0.0,0.0,RR ,2019,690,F
5017664,2019016401583195,Thane,0.0,0.0,RR ,2019,690,F
5017665,2019016401583953,Thane,0.0,0.0,RR ,2019,690,M
5017666,2019016401584546,Thane,0.0,0.0,RR ,2019,690,M
5017667,2019016401584507,Thane,0.0,0.0,RR ,2019,690,M
5017668,2019016401581993,Thane,0.0,0.0,RR ,2019,690,M
5017669,2019016401584121,Thane,0.0,0.0,RR ,2019,690,F
5019902,2022016402097665,Thane,0.0,0.0,RR ,2022,690,M
5018707,2019016401706294,Panvel,151.0,6.86,Successful ,2019,692,M
5018708,2019016401397057,Panvel,168.0,7.64,Successful ,2019,692,M
5018709,2019016401969203,Panvel,168.0,7.64,Successful ,2019,692,M
5018710,2019016401397893,Panvel,0.0,0.0,Unsuccessful ,2019,692,M
5018711,2019016401624863,Panvel,202.0,9.18,Successful ,2019,692,M
5018712,2019016401397274,Panvel,0.0,0.0,Unsuccessful ,2019,692,M
5018713,2019016401397556,Panvel,0.0,0.0,Unsuccessful ,2019,692,M
5018714,2020016402228421,Panvel,166.0,7.55,Successful ,2020,692,F
5018715,2019016401397606,Panvel,205.0,9.32,Successful ,2019,692,F
5018716,2019016401397974,Panvel,187.0,8.5,Successful ,2019,692,F
5018717,2020016402224172,Panvel,0.0,0.0,Unsuccessful ,2020,692,M
5018718,2019016401397951,Panvel,157.0,7.14,Successful ,2019,692,F
5018719,2019016401397316,Panvel,199.0,9.05,Successful ,2019,692,F
5018720,2018016400240543,Panvel,0.0,0.0,Unsuccessful ,2018,692,M
5018721,2019016401398014,Panvel,160.0,7.27,Successful ,2019,692,M
5018722,2020016402228773,Panvel,175.0,7.95,Successful ,2020,692,M
5018723,2020016402221413,Panvel,199.0,9.05,Successful ,2020,692,M
5018724,2019016401706255,Panvel,172.0,7.82,Successful ,2019,692,M
5018725,2018016400240535,Panvel,0.0,0.0,Unsuccessful ,2018,692,M
5018726,2019016401706352,Panvel,0.0,0.0,Unsuccessful ,2019,692,F
5018727,2018016400241612,Panvel,0.0,0.0,Unsuccessful ,2018,692,M
5018728,2019016401397943,Panvel,0.0,0.0,Unsuccessful ,2019,692,M
5018729,2018016401038291,Panvel,0.0,0.0,Unsuccessful ,2018,692,M
5018730,2019016401397107,Panvel,155.0,7.05,Successful ,2019,692,M
5018731,2019016401397042,Panvel,193.0,8.77,Successful ,2019,692,M
5018732,2019016401397081,Panvel,190.0,8.64,Successful ,2019,692,M
5018733,2019016401398134,Panvel,168.0,7.64,Successful ,2019,692,M
5018734,2019016402177283,Panvel,172.0,7.82,Successful ,2019,692,F
5018735,2019016401398076,Panvel,193.0,8.77,Successful ,2019,692,M
5018736,2019016401397371,Panvel,181.0,8.23,Successful ,2019,692,M
5018737,2019016401398223,Panvel,181.0,8.23,Successful ,2019,692,M
5018738,2019016401398351,Panvel,166.0,7.55,Successful ,2019,692,F
5018739,2020016402230265,Panvel,169.0,7.68,Successful ,2020,692,M
5018740,2018016401214557,Panvel,0.0,0.0,Unsuccessful ,2018,692,M
5018741,2020016402221556,Panvel,181.0,8.23,Successful ,2020,692,F
5018742,2019016401397807,Panvel,187.0,8.5,Successful ,2019,692,M
5018743,2019016401397637,Panvel,184.0,8.36,Successful ,2019,692,M
5018744,2019016401398196,Panvel,187.0,8.5,Successful ,2019,692,F
5018745,2019016401398053,Panvel,211.0,9.59,Successful ,2019,692,F
5018746,2020016402224713,Panvel,0.0,0.0,Unsuccessful ,2020,692,M
5018747,2020016402225902,Panvel,0.0,0.0,Unsuccessful ,2020,692,F
5018748,2019016401397773,Panvel,190.0,8.64,Successful ,2019,692,F
5018749,2019016401397347,Panvel,171.0,7.77,Successful ,2019,692,M
5018750,2019016401398126,Panvel,178.0,8.09,Successful ,2019,692,M
5018751,2018016400241515,Panvel,160.0,7.27,Successful ,2018,692,M
5018752,2019016401398037,Panvel,175.0,7.95,Successful ,2019,692,M
5018753,2020016402230137,Panvel,0.0,0.0,Unsuccessful ,2020,692,M
5018754,2019016401397363,Panvel,163.0,7.41,Successful ,2019,692,M
5018755,2019016401397854,Panvel,184.0,8.36,Successful ,2019,692,F
5018756,2019016401397011,Panvel,0.0,0.0,Unsuccessful ,2019,692,M
5018757,2018016400240582,Panvel,168.0,7.64,Successful ,2018,692,M
5018758,2019016401397757,Panvel,172.0,7.82,Successful ,2019,692,M
5018759,2020016402225852,Panvel,169.0,7.68,Successful ,2020,692,M
5018760,2019016401397781,Panvel,196.0,8.91,Successful ,2019,692,F
5018761,2019016402169175,Panvel,190.0,8.64,Successful ,2019,692,F
5018762,2019016401398304,Panvel,169.0,7.68,Successful ,2019,692,M
5018763,2020016402230122,Panvel,166.0,7.55,Successful ,2020,692,F
5018764,2019016401397765,Panvel,163.0,7.41,Successful ,2019,692,M
5018765,2018016400241643,Panvel,157.0,7.14,Successful ,2018,692,M
5018766,2019016401397653,Panvel,157.0,7.14,Successful ,2019,692,M
5018767,2018016400240381,Panvel,175.0,7.95,Successful ,2018,692,F
5018768,2019016401969211,Panvel,163.0,7.41,Successful ,2019,692,F
5018769,2018016400881094,Panvel,172.0,7.82,Successful ,2018,692,M
5018770,2020016402228765,Panvel,178.0,8.09,Successful ,2020,692,M
5018771,2019016401397491,Panvel,202.0,9.18,Successful ,2019,692,F
5018772,2019016401397177,Panvel,172.0,7.82,Successful ,2019,692,M
5018773,2019016401397742,Panvel,160.0,7.27,Successful ,2019,692,M
5018774,2019016401397297,Panvel,187.0,8.5,Successful ,2019,692,M
5018775,2018016400240616,Panvel,138.0,6.27,Successful ,2018,692,M
5018776,2018016401215391,Panvel,0.0,0.0,Unsuccessful ,2018,692,M
5018777,2018016400240551,Panvel,166.0,7.55,Successful ,2018,692,M
5018778,2020016402224582,Panvel,169.0,7.68,Successful ,2020,692,F
5018779,2019016401397862,Panvel,157.0,7.14,Successful ,2019,692,M
5018780,2019016401397912,Panvel,142.0,6.45,Successful ,2019,692,M
5018781,2019016401398142,Panvel,166.0,7.55,Successful ,2019,692,M
5018782,2019016401397003,Panvel,157.0,7.14,Successful ,2019,692,M
5018783,2019016402147083,Panvel,150.0,6.82,Successful ,2019,692,M
5018784,2019016401397096,Panvel,178.0,8.09,Successful ,2019,692,M
5018785,2020016402230095,Panvel,190.0,8.64,Successful ,2020,692,F
5018786,2020016402229494,Panvel,166.0,7.55,Successful ,2020,692,M
5018787,2019016401398045,Panvel,0.0,0.0,Unsuccessful ,2019,692,M
5018788,2019016401706336,Panvel,172.0,7.82,Successful ,2019,692,F
5018789,2020016402229447,Panvel,190.0,8.64,Successful ,2020,692,M
5018790,2020016402225361,Panvel,181.0,8.23,Successful ,2020,692,F
5020056,2022016402072814,Panvel,0.0,0.0,RR ,2022,692,F
5016255,2019016401839911,Mumbai,184.0,8.36,Successful ,2019,736,F
5016256,2018016400737376,Mumbai,0.0,0.0,Unsuccessful ,2018,736,M
5016257,2018016400737094,Mumbai,150.0,6.82,Successful ,2018,736,M
5016258,2019016402253011,Mumbai,164.0,7.45,Successful ,2019,736,M
5016259,2019016401840922,Mumbai,135.0,6.14,Successful ,2019,736,M
5016260,2019016401840817,Mumbai,155.0,7.05,Successful ,2019,736,M
5016261,2019016401840671,Mumbai,151.0,6.86,Successful ,2019,736,M
5016262,2019016401840527,Mumbai,153.0,6.95,Successful ,2019,736,M
5016263,2019016402253003,Mumbai,173.0,7.86,Successful ,2019,736,M
5016264,2019016401840767,Mumbai,165.0,7.5,Successful ,2019,736,M
5016265,2018016400737392,Mumbai,175.0,7.95,Successful ,2018,736,M
5016266,2020016401974256,Mumbai,150.0,6.82,Successful ,2020,736,M
5016267,2019016401840021,Mumbai,172.0,7.82,Successful ,2019,736,M
5016268,2018016400737546,Mumbai,0.0,0.0,Unsuccessful ,2018,736,M
5016269,2020016401974287,Mumbai,177.0,8.05,Successful ,2020,736,F
5016270,2020016401974322,Mumbai,129.0,5.86,Successful ,2020,736,M
5016271,2019016401840276,Mumbai,177.0,8.05,Successful ,2019,736,M
5016272,2020016401974295,Mumbai,177.0,8.05,Successful ,2020,736,M
5016273,2020016401974272,Mumbai,158.0,7.18,Successful ,2020,736,F
5016274,2019016401839903,Mumbai,0.0,0.0,RR ,2019,736,M
5016275,2020016401974202,Mumbai,177.0,8.05,Successful ,2020,736,M
5016276,2019016401840791,Mumbai,176.0,8.0,Successful ,2019,736,M
5016277,2019016401840373,Mumbai,0.0,0.0,RR ,2019,736,M
5016278,2019016402334371,Mumbai,172.0,7.82,Successful ,2019,736,M
5016279,2020016401974314,Mumbai,180.0,8.18,Successful ,2020,736,F
5016280,2019016401840535,Mumbai,163.0,7.41,Successful ,2019,736,M
5016281,2019016401840311,Mumbai,151.0,6.86,Successful ,2019,736,M
5016282,2019016401840237,Mumbai,172.0,7.82,Successful ,2019,736,M
5016283,2019016401839926,Mumbai,154.0,7.0,Successful ,2019,736,M
5016284,2020016401974264,Mumbai,169.0,7.68,Successful ,2020,736,M
5016285,2019016401840597,Mumbai,164.0,7.45,Successful ,2019,736,M
5016286,2019016401839942,Mumbai,168.0,7.64,Successful ,2019,736,M
5016287,2019016401840775,Mumbai,178.0,8.09,Successful ,2019,736,M
5016288,2019016401840864,Mumbai,166.0,7.55,Successful ,2019,736,M
5016289,2019016401840914,Mumbai,144.0,6.55,Successful ,2019,736,M
5016290,2019016402252994,Mumbai,180.0,8.18,Successful ,2019,736,F
5016291,2019016401839474,Mumbai,175.0,7.95,Successful ,2019,736,M
5016292,2019016401839981,Mumbai,138.0,6.27,Successful ,2019,736,M
5016293,2019016401839725,Mumbai,177.0,8.05,Successful ,2019,736,M
5016294,2019016401840423,Mumbai,184.0,8.36,Successful ,2019,736,F
5016295,2019016401840222,Mumbai,172.0,7.82,Successful ,2019,736,M
5016296,2018016400737322,Mumbai,147.0,6.68,Successful ,2018,736,M
5016297,2019016401839451,Mumbai,190.0,8.64,Successful ,2019,736,M
5016298,2019016401840187,Mumbai,158.0,7.18,Successful ,2019,736,M
5016299,2019016401840705,Mumbai,187.0,8.5,Successful ,2019,736,M
5016300,2018016401801215,Mumbai,162.0,7.36,Successful ,2018,736,M
5016301,2019016401840841,Mumbai,181.0,8.23,Successful ,2019,736,F
5016302,2019016401840052,Mumbai,0.0,0.0,Unsuccessful ,2019,736,M
5016303,2019016401840075,Mumbai,0.0,0.0,Unsuccessful ,2019,736,F
5016304,2019016401840357,Mumbai,156.0,7.09,Successful ,2019,736,F
5016305,2019016401840342,Mumbai,190.0,8.64,Successful ,2019,736,M
5016306,2017016402286265,Mumbai,170.0,7.73,Successful ,2017,736,M
5016307,2019016401840005,Mumbai,211.0,9.59,Successful ,2019,736,F
5016308,2019016401839892,Mumbai,193.0,8.77,Successful ,2019,736,F
5016309,2019016401839524,Mumbai,208.0,9.45,Successful ,2019,736,F
5016310,2019016401839497,Mumbai,196.0,8.91,Successful ,2019,736,F
5016311,2019016401839814,Mumbai,172.0,7.82,Successful ,2019,736,M
5016312,2019016401839717,Mumbai,187.0,8.5,Successful ,2019,736,F
5016313,2019016401840485,Mumbai,181.0,8.23,Successful ,2019,736,F
5016314,2019016401839996,Mumbai,187.0,8.5,Successful ,2019,736,M
5016315,2019016401839756,Mumbai,181.0,8.23,Successful ,2019,736,F
5016316,2019016401840446,Mumbai,172.0,7.82,Successful ,2019,736,M
5016317,2019016401840172,Mumbai,172.0,7.82,Successful ,2019,736,F
5016318,2019016401839466,Mumbai,177.0,8.05,Successful ,2019,736,M
5016319,2019016401840117,Mumbai,205.0,9.32,Successful ,2019,736,F
5016320,2019016401839973,Mumbai,175.0,7.95,Successful ,2019,736,M
5016321,2019016401840454,Mumbai,158.0,7.18,Successful ,2019,736,F
5016322,2019016402145223,Mumbai,160.0,7.27,Successful ,2019,736,M
5016323,2018016400737411,Mumbai,0.0,0.0,Unsuccessful ,2018,736,M
5016324,2019016401840284,Mumbai,174.0,7.91,Successful ,2019,736,M
5016325,2019016401840156,Mumbai,196.0,8.91,Successful ,2019,736,F
5016326,2019016401840141,Mumbai,190.0,8.64,Successful ,2019,736,M
5016327,2019016401839702,Mumbai,202.0,9.18,Successful ,2019,736,F
5016328,2019016402102452,Mumbai,154.0,7.0,Successful ,2019,736,M
5016329,2019016401840326,Mumbai,166.0,7.55,Successful ,2019,736,M
5016330,2019016401840164,Mumbai,193.0,8.77,Successful ,2019,736,M
5235292,2015016401777045,,0.0,0.0,RR ,2015,736,M
5020089,2019016401392934,Khed,0.0,0.0,RR ,2019,742,F
5020090,2019016401393102,Khed,0.0,0.0,RR ,2019,742,M
5020091,2019016401392892,Khed,0.0,0.0,RR ,2019,742,F
5020092,2019016401393091,Khed,0.0,0.0,RR ,2019,742,F
5020093,2019016401873111,Khed,0.0,0.0,RR ,2019,742,M
5020094,2019016401393005,Khed,0.0,0.0,RR ,2019,742,M
5020095,2018016401173694,Khed,0.0,0.0,RR ,2018,742,M
5020096,2020016402170772,Khed,0.0,0.0,RR ,2020,742,F
5020097,2019016401392594,Khed,0.0,0.0,RR ,2019,742,F
5020098,2019016401824447,Khed,0.0,0.0,RR ,2019,742,F
5020099,2019016401392474,Khed,0.0,0.0,RR ,2019,742,M
5020100,2019016401393237,Khed,0.0,0.0,RR ,2019,742,F
5020101,2019016401393446,Khed,0.0,0.0,RR ,2019,742,M
5020102,2019016401393214,Khed,0.0,0.0,RR ,2019,742,M
